Timestamp,AlertId,Title,Categories,AttackTechniques,ServiceSource,DetectionSource,EntityType,EvidenceRole,EvidenceDirection,FileName,FolderPath,SHA1,SHA256,FileSize,ThreatFamily,RemoteIP,RemoteUrl,AccountName,AccountDomain,AccountSid,AccountObjectId,AccountUpn,DeviceId,DeviceName,LocalIP,NetworkMessageId,EmailSubject,Application,ApplicationId,OAuthApplicationId,ProcessCommandLine,RegistryKey,RegistryValueName,RegistryValueData,AdditionalFields,Severity,CloudResource,CloudPlatform,ResourceType,ResourceID,SubscriptionId,SentinelWorkspaceIds
"May 25, 2025 10:06:24 PM",da50c89f4f-1e22-4150-9967-b4ec1c803a30_1,'AmmyyAdmin' unwanted software was prevented,"[""DefenseEvasion""]","[""Malicious Link (T1204.001)"",""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Antivirus,Machine,Impacted,,,,,,,,,,,,,,,ec4433a99356e516a508c2144602457a1737dec8,win11-client,192.168.100.20,,,,,,,,,,"{""HostName"":""win11-client"",""NetBiosName"":""win11-client"",""OSFamily"":""Windows"",""OSVersion"":""10.0"",""IsDomainJoined"":false,""IpInterfaces"":[{""$id"":""2"",""Address"":""192.168.100.20"",""Type"":""ip""},{""$id"":""3"",""Address"":""fe80::d43c:78ec:1872:3ca9"",""Type"":""ip""},{""$id"":""4"",""Address"":""192.168.0.192"",""Type"":""ip""},{""$id"":""5"",""Address"":""fe80::63b8:dd4c:7225:8b86"",""Type"":""ip""},{""$id"":""6"",""Address"":""127.0.0.1"",""Type"":""ip""},{""$id"":""7"",""Address"":""::1"",""Type"":""ip""}],""RemediationProviders"":[{""RemediationState"":""Active"",""RemediationDate"":""2025-05-25T20:07:49.3858636Z"",""Type"":""remediation-provider""}],""LastRemediationState"":""Active"",""ThreatAnalysisSummary"":[{""AnalyzersResult"":[],""Verdict"":""Suspicious"",""AnalysisDate"":""2025-05-25T20:07:49.3858636Z""}],""LastVerdict"":""Suspicious"",""Asset"":true,""DetailedRoles"":[""PrimaryDevice""],""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""host"",""LeadingHost"":true,""Role"":0,""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""HostMachineId"":null,""DetectionStatus"":""Detected"",""SuspicionLevel"":""Suspicious"",""EnrichmentType"":""MachineIpInterfacesEnrichment"",""IsIoc"":false,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""}",Informational,,,,,,
"May 25, 2025 10:06:24 PM",da50c89f4f-1e22-4150-9967-b4ec1c803a30_1,'AmmyyAdmin' unwanted software was prevented,"[""DefenseEvasion""]","[""Malicious Link (T1204.001)"",""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Antivirus,File,Related,,AA_v3.exe,C:\Users\win11\Downloads,050b7eba825412b24e3f02d76d7da5ae97e10502,ee573647477339784dcef81024de1be1762833a20e5cc2b89a93e47d05b86b6a,817272,AmmyyAdmin,,,,,,,,,,,,,,,,,,,,"{""Directory"":""C:\\Users\\win11\\Downloads"",""Name"":""AA_v3.exe"",""Host"":{""$id"":""2"",""HostName"":""win11-client"",""NetBiosName"":""win11-client"",""OSFamily"":""Windows"",""OSVersion"":""10.0"",""IsDomainJoined"":false,""IpInterfaces"":[{""$id"":""3"",""Address"":""192.168.100.20"",""Type"":""ip""},{""$id"":""4"",""Address"":""fe80::d43c:78ec:1872:3ca9"",""Type"":""ip""},{""$id"":""5"",""Address"":""192.168.0.192"",""Type"":""ip""},{""$id"":""6"",""Address"":""fe80::63b8:dd4c:7225:8b86"",""Type"":""ip""},{""$id"":""7"",""Address"":""127.0.0.1"",""Type"":""ip""},{""$id"":""8"",""Address"":""::1"",""Type"":""ip""}],""RemediationProviders"":[{""RemediationState"":""Active"",""RemediationDate"":""2025-05-25T20:07:49.3858636Z"",""Type"":""remediation-provider""}],""LastRemediationState"":""Active"",""ThreatAnalysisSummary"":[{""AnalyzersResult"":[],""Verdict"":""Suspicious"",""AnalysisDate"":""2025-05-25T20:07:49.3858636Z""}],""LastVerdict"":""Suspicious"",""Metadata"":{""IncriminationTags"":"""",""DetectorId"":""a88f36f5-5bb6-4a15-91f4-8bed4c46f623"",""DetectionId"":""50c89f4f-1e22-4150-9967-b4ec1c803a30"",""MachineEnrichmentInfo"":""{\""AadDeviceId\"":null,\""MachineId\"":\""ec4433a99356e516a508c2144602457a1737dec8\"",\""HostName\"":\""win11-client\"",\""DnsDomain\"":null,\""MachineFqdn\"":\""win11-client\"",\""IpAddress\"":\""192.168.0.192\"",\""FoundBy\"":[3],\""LastSeen\"":null,\""RbacGroupId\"":0,\""MachineTagsJson\"":null,\""MachineGroup\"":null,\""OsPlatform\"":\""Windows11\"",\""SenseClientVersion\"":\""10.8792.26100.4061\""}""},""Asset"":true,""DetailedRoles"":[""PrimaryDevice""],""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""host"",""LeadingHost"":true,""Role"":0,""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""HostMachineId"":null,""DetectionStatus"":""Detected"",""SuspicionLevel"":""Suspicious"",""EnrichmentType"":""MachineIpInterfacesEnrichment"",""IsIoc"":false,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""},""HostUrl"":{""$id"":""9"",""Url"":""https://www.ammyy.com/AA_v3.php?v=452871680"",""Type"":""url""},""SizeInBytes"":817272,""FileHashes"":[{""$id"":""10"",""Algorithm"":""SHA1"",""Value"":""050b7eba825412b24e3f02d76d7da5ae97e10502"",""Type"":""filehash""},{""$id"":""11"",""Algorithm"":""MD5"",""Value"":""90aadf2247149996ae443e2c82af3730"",""Type"":""filehash""},{""$id"":""12"",""Algorithm"":""SHA256"",""Value"":""ee573647477339784dcef81024de1be1762833a20e5cc2b89a93e47d05b86b6a"",""Type"":""filehash""}],""RemediationProviders"":[{""RemediationState"":""Prevented"",""RemediationDate"":""2025-05-25T20:06:24.5759085Z"",""Type"":""remediation-provider""}],""LastRemediationState"":""Prevented"",""ThreatAnalysisSummary"":[{""AnalyzersResult"":[],""Verdict"":""Suspicious"",""AnalysisDate"":""2025-05-25T20:06:24.5573586Z""}],""LastVerdict"":""Suspicious"",""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""file"",""LsHash"":""77d5b9ae9bafabba967df657f759d55ddae66bbf5ed57555bfa6fe56ae9679ff95696fdddbbdba66faaefbb65a5d7badf56bbea77a5bdfab756bdeddfba75eae"",""IsPe"":true,""ReferenceId"":""e0292ebb-b6a2-4b1c-8f08-4feabddf2ed3:a7cdb3e73726"",""DetectionStatus"":""Prevented"",""ThreatFamilyName"":""AmmyyAdmin"",""SuspicionLevel"":""Suspicious"",""EnrichmentType"":""FilePrevalenceEnrichment"",""IsIoc"":true,""Role"":1,""MergeByKey"":""XMWuD6UgzIDi6ILyBdXWh14ISVs="",""MergeByKeyHex"":""5CC5AE0FA520CC80E2E882F205D5D6875E08495B""}",Informational,,,,,,
"May 25, 2025 10:06:24 PM",da50c89f4f-1e22-4150-9967-b4ec1c803a30_1,'AmmyyAdmin' unwanted software was prevented,"[""DefenseEvasion""]","[""Malicious Link (T1204.001)"",""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Antivirus,Url,Related,,,,,,,,,https://www.ammyy.com/AA_v3.php?v=452871680,,,,,,,,,,,,,,,,,,"{""Url"":""https://www.ammyy.com/AA_v3.php?v=452871680"",""RemediationProviders"":[{""RemediationState"":""Prevented"",""RemediationDate"":""2025-05-25T20:06:24.5759085Z"",""Type"":""remediation-provider""}],""LastRemediationState"":""Prevented"",""ThreatAnalysisSummary"":[{""AnalyzersResult"":[],""Verdict"":""Suspicious"",""AnalysisDate"":""2025-05-25T20:06:24.5573586Z""}],""LastVerdict"":""Suspicious"",""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""url"",""ReferenceId"":""e0292ebb-b6a2-4b1c-8f08-4feabddf2ed3:24a2c8474ddb"",""ObservedByDevice"":{""HostName"":""win11-client"",""NetBiosName"":""win11-client"",""OSFamily"":""Windows"",""OSVersion"":""10.0"",""IsDomainJoined"":false,""Asset"":true,""DetailedRoles"":[""PrimaryDevice""],""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""host"",""LeadingHost"":true,""Role"":0,""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""HostMachineId"":null},""DetectionStatus"":""Prevented"",""ThreatFamilyName"":""AmmyyAdmin"",""SuspicionLevel"":""Suspicious"",""IsIoc"":true,""Role"":1,""MergeByKey"":""Qz5rDfsWJfFSo7K+CxXzkFlD8Ok="",""MergeByKeyHex"":""433E6B0DFB1625F152A3B2BE0B15F3905943F0E9""}",Informational,,,,,,
"May 25, 2025 10:02:47 PM",ed638838557556943584_-1678594684,Remote Access Software detected,"[""CommandAndControl""]","[""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Custom detection,Machine,Impacted,,,,,,,,,,,,,,,ec4433a99356e516a508c2144602457a1737dec8,win11-client,,,,,,,,,,,"{""HostName"":""win11-client"",""IsDomainJoined"":false,""Type"":""host"",""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""Role"":0,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""}",Medium,,,,,,
"May 25, 2025 10:06:21 PM",ed638838557556943584_-1678594684,Remote Access Software detected,"[""CommandAndControl""]","[""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Custom detection,Machine,Impacted,,,,,,,,,,,,,,,ec4433a99356e516a508c2144602457a1737dec8,win11-client,,,,,,,,,,,"{""HostName"":""win11-client"",""IsDomainJoined"":false,""Type"":""host"",""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""Role"":0,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""}",Medium,,,,,,
"May 25, 2025 10:06:34 PM",da50c89f4f-1e22-4150-9967-b4ec1c803a30_1,'AmmyyAdmin' unwanted software was prevented,"[""DefenseEvasion""]","[""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Antivirus,Machine,Impacted,,,,,,,,,,,,,,,ec4433a99356e516a508c2144602457a1737dec8,win11-client,,,,,,,,,,,"{""HostName"":""win11-client"",""NetBiosName"":""win11-client"",""OSFamily"":""Windows"",""OSVersion"":""10.0"",""IsDomainJoined"":false,""RemediationProviders"":[{""RemediationState"":""Active"",""RemediationDate"":""2025-05-25T20:20:49.876111Z"",""Type"":""remediation-provider""}],""LastRemediationState"":""Active"",""ThreatAnalysisSummary"":[{""AnalyzersResult"":[],""Verdict"":""Suspicious"",""AnalysisDate"":""2025-05-25T20:20:49.876111Z""}],""LastVerdict"":""Suspicious"",""Asset"":true,""DetailedRoles"":[""PrimaryDevice""],""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""host"",""LeadingHost"":true,""Role"":0,""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""HostMachineId"":null,""DetectionStatus"":""Detected"",""SuspicionLevel"":""Suspicious"",""IsIoc"":false,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""}",Informational,,,,,,
"May 25, 2025 10:06:34 PM",da50c89f4f-1e22-4150-9967-b4ec1c803a30_1,'AmmyyAdmin' unwanted software was prevented,"[""DefenseEvasion""]","[""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Antivirus,File,Related,,f_0000a0,C:\Users\win11\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data,050b7eba825412b24e3f02d76d7da5ae97e10502,ee573647477339784dcef81024de1be1762833a20e5cc2b89a93e47d05b86b6a,817272,AmmyyAdmin,,,,,,,,,,,,,,,,,,,,"{""Directory"":""C:\\Users\\win11\\AppData\\Local\\Microsoft\\Edge\\User Data\\Default\\Cache\\Cache_Data"",""Name"":""f_0000a0"",""Host"":{""$id"":""2"",""HostName"":""win11-client"",""NetBiosName"":""win11-client"",""OSFamily"":""Windows"",""OSVersion"":""10.0"",""IsDomainJoined"":false,""RemediationProviders"":[{""RemediationState"":""Active"",""RemediationDate"":""2025-05-25T20:20:49.876111Z"",""Type"":""remediation-provider""}],""LastRemediationState"":""Active"",""ThreatAnalysisSummary"":[{""AnalyzersResult"":[],""Verdict"":""Suspicious"",""AnalysisDate"":""2025-05-25T20:20:49.876111Z""}],""LastVerdict"":""Suspicious"",""Metadata"":{""IncriminationTags"":"""",""DetectorId"":""a88f36f5-5bb6-4a15-91f4-8bed4c46f623"",""DetectionId"":""293ab5c9-a568-45da-8cb5-9528f01de006"",""MachineEnrichmentInfo"":""{\""AadDeviceId\"":null,\""MachineId\"":\""ec4433a99356e516a508c2144602457a1737dec8\"",\""HostName\"":\""win11-client\"",\""DnsDomain\"":null,\""MachineFqdn\"":\""win11-client\"",\""IpAddress\"":\""192.168.0.192\"",\""FoundBy\"":[3],\""LastSeen\"":null,\""RbacGroupId\"":0,\""MachineTagsJson\"":null,\""MachineGroup\"":null,\""OsPlatform\"":\""Windows11\"",\""SenseClientVersion\"":\""10.8792.26100.4061\""}""},""Asset"":true,""DetailedRoles"":[""PrimaryDevice""],""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""host"",""LeadingHost"":true,""Role"":0,""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""HostMachineId"":null,""DetectionStatus"":""Detected"",""SuspicionLevel"":""Suspicious"",""IsIoc"":false,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""},""SizeInBytes"":817272,""FileHashes"":[{""$id"":""3"",""Algorithm"":""SHA1"",""Value"":""050b7eba825412b24e3f02d76d7da5ae97e10502"",""Type"":""filehash""},{""$id"":""4"",""Algorithm"":""MD5"",""Value"":""90aadf2247149996ae443e2c82af3730"",""Type"":""filehash""},{""$id"":""5"",""Algorithm"":""SHA256"",""Value"":""ee573647477339784dcef81024de1be1762833a20e5cc2b89a93e47d05b86b6a"",""Type"":""filehash""}],""RemediationProviders"":[{""RemediationState"":""Active"",""RemediationDate"":""2025-05-25T20:06:34.6829295Z"",""Type"":""remediation-provider""}],""LastRemediationState"":""Active"",""ThreatAnalysisSummary"":[{""AnalyzersResult"":[],""Verdict"":""Suspicious"",""AnalysisDate"":""2025-05-25T20:06:34.6829295Z""}],""LastVerdict"":""Suspicious"",""RbacScopes"":{""ScopesPerType"":{""MachineGroupIds"":{""Mode"":""Any"",""Scopes"":[""0""]},""Workloads"":{""Mode"":""All"",""Scopes"":[""Mdatp""]}}},""Type"":""file"",""LsHash"":""77d5b9ae9bafabba967df657f759d55ddae66bbf5ed57555bfa6fe56ae9679ff95696fdddbbdba66faaefbb65a5d7badf56bbea77a5bdfab756bdeddfba75eae"",""IsPe"":true,""ReferenceId"":""5ac8c86f-4387-4ff7-8def-45468ec49400:a7cdb3e73726"",""DetectionStatus"":""Detected"",""ThreatFamilyName"":""AmmyyAdmin"",""SuspicionLevel"":""Suspicious"",""IsIoc"":true,""Role"":1,""MergeByKey"":""LiVHWLwoSzjbvwJBkjVDZPb2S/I="",""MergeByKeyHex"":""2E254758BC284B38DBBF024192354364F6F64BF2""}",Informational,,,,,,
"May 26, 2025 10:00:42 AM",ed638838557556943584_-1678594684,Remote Access Software detected,"[""CommandAndControl""]","[""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Custom detection,Machine,Impacted,,,,,,,,,,,,,,,ec4433a99356e516a508c2144602457a1737dec8,win11-client,,,,,,,,,,,"{""HostName"":""win11-client"",""IsDomainJoined"":false,""Type"":""host"",""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""Role"":0,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""}",Medium,,,,,,
"May 26, 2025 10:00:42 AM",ed638838557556943584_-1678594684,Remote Access Software detected,"[""CommandAndControl""]","[""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Custom detection,Machine,Impacted,,,,,,,,,,,,,,,ec4433a99356e516a508c2144602457a1737dec8,win11-client,,,,,,,,,,,"{""HostName"":""win11-client"",""IsDomainJoined"":false,""Type"":""host"",""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""Role"":0,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""}",Medium,,,,,,
"May 26, 2025 10:00:43 AM",ed638838557556943584_-1678594684,Remote Access Software detected,"[""CommandAndControl""]","[""Remote Access Software (T1219)""]",Microsoft Defender for Endpoint,Custom detection,Machine,Impacted,,,,,,,,,,,,,,,ec4433a99356e516a508c2144602457a1737dec8,win11-client,,,,,,,,,,,"{""HostName"":""win11-client"",""IsDomainJoined"":false,""Type"":""host"",""MachineId"":""ec4433a99356e516a508c2144602457a1737dec8"",""MachineIdType"":3,""Role"":0,""MergeByKey"":""sE390abowj3OZQrAxbyQU0q7ass="",""MergeByKeyHex"":""B04DFDD1A6E8C23DCE650AC0C5BC90534ABB6ACB""}",Medium,,,,,,
